lat,lon,date,chlorophyll_a_mg_m3,source_satellite,quality_flag
11.0,78.0,2026-09-02,0.355,ISRO_Oceansat2_OCM,1
11.0,80.0,2026-09-02,1.395,ISRO_Oceansat2_OCM,1
11.0,82.0,2026-09-02,0.494,ISRO_Oceansat2_OCM,1
11.0,84.0,2026-09-02,0.442,ISRO_Oceansat2_OCM,1
12.5,72.0,2026-09-02,0.447,ISRO_Oceansat2_OCM,1
12.5,74.0,2026-09-02,0.291,ISRO_Oceansat2_OCM,1
12.5,76.0,2026-09-02,0.573,ISRO_Oceansat2_OCM,1
12.5,78.0,2026-09-02,0.32,ISRO_Oceansat2_OCM,1
12.5,80.0,2026-09-02,0.431,ISRO_Oceansat2_OCM,1
12.5,82.0,2026-09-02,1.614,ISRO_Oceansat2_OCM,1
12.5,84.0,2026-09-02,0.295,ISRO_Oceansat2_OCM,1
14.0,72.0,2026-09-02,0.703,ISRO_Oceansat2_OCM,1
14.0,74.0,2026-09-02,1.249,ISRO_Oceansat2_OCM,1
14.0,76.0,2026-09-02,0.849,ISRO_Oceansat2_OCM,1
14.0,78.0,2026-09-02,0.572,ISRO_Oceansat2_OCM,1
14.0,80.0,2026-09-02,0.276,ISRO_Oceansat2_OCM,1
14.0,82.0,2026-09-02,0.825,ISRO_Oceansat2_OCM,1
14.0,84.0,2026-09-02,0.266,ISRO_Oceansat2_OCM,1
15.5,72.0,2026-09-02,0.258,ISRO_Oceansat2_OCM,1
15.5,74.0,2026-09-02,0.42,ISRO_Oceansat2_OCM,1
15.5,76.0,2026-09-02,1.745,ISRO_Oceansat2_OCM,1
15.5,78.0,2026-09-02,0.389,ISRO_Oceansat2_OCM,1
15.5,80.0,2026-09-02,0.581,ISRO_Oceansat2_OCM,1
15.5,82.0,2026-09-02,0.409,ISRO_Oceansat2_OCM,1
15.5,84.0,2026-09-02,0.308,ISRO_Oceansat2_OCM,1
17.0,72.0,2026-09-02,0.293,ISRO_Oceansat2_OCM,1
17.0,74.0,2026-09-02,0.891,ISRO_Oceansat2_OCM,1
17.0,76.0,2026-09-02,0.402,ISRO_Oceansat2_OCM,1
17.0,78.0,2026-09-02,0.879,ISRO_Oceansat2_OCM,1
17.0,80.0,2026-09-02,0.634,ISRO_Oceansat2_OCM,1
17.0,82.0,2026-09-02,1.898,ISRO_Oceansat2_OCM,1
17.0,84.0,2026-09-02,0.47,ISRO_Oceansat2_OCM,1
18.5,72.0,2026-09-02,0.315,ISRO_Oceansat2_OCM,1
18.5,74.0,2026-09-02,0.474,ISRO_Oceansat2_OCM,1
18.5,76.0,2026-09-02,0.759,ISRO_Oceansat2_OCM,1
18.5,78.0,2026-09-02,0.472,ISRO_Oceansat2_OCM,1
18.5,80.0,2026-09-02,0.52,ISRO_Oceansat2_OCM,1
18.5,82.0,2026-09-02,1.022,ISRO_Oceansat2_OCM,1
18.5,84.0,2026-09-02,0.691,ISRO_Oceansat2_OCM,1
8.0,72.0,2026-09-03,0.542,ISRO_Oceansat2_OCM,1
8.0,74.0,2026-09-03,1.126,ISRO_Oceansat2_OCM,1
8.0,76.0,2026-09-03,1.01,ISRO_Oceansat2_OCM,1
8.0,78.0,2026-09-03,0.756,ISRO_Oceansat2_OCM,1
8.0,80.0,2026-09-03,0.616,ISRO_Oceansat2_OCM,1
8.0,82.0,2026-09-03,1.281,ISRO_Oceansat2_OCM,1
8.0,84.0,2026-09-03,1.007,ISRO_Oceansat2_OCM,1
9.5,72.0,2026-09-03,0.455,ISRO_Oceansat2_OCM,1
9.5,74.0,2026-09-03,1.485,ISRO_Oceansat2_OCM,1
9.5,76.0,2026-09-03,0.842,ISRO_Oceansat2_OCM,1
9.5,78.0,2026-09-03,0.719,ISRO_Oceansat2_OCM,1
9.5,80.0,2026-09-03,0.348,ISRO_Oceansat2_OCM,1
9.5,82.0,2026-09-03,0.669,ISRO_Oceansat2_OCM,1
9.5,84.0,2026-09-03,0.379,ISRO_Oceansat2_OCM,1
11.0,72.0,2026-09-03,0.701,ISRO_Oceansat2_OCM,1
11.0,74.0,2026-09-03,0.351,ISRO_Oceansat2_OCM,1
11.0,76.0,2026-09-03,0.312,ISRO_Oceansat2_OCM,1
11.0,78.0,2026-09-03,0.654,ISRO_Oceansat2_OCM,1
11.0,80.0,2026-09-03,1.101,ISRO_Oceansat2_OCM,1
11.0,82.0,2026-09-03,0.302,ISRO_Oceansat2_OCM,1
11.0,84.0,2026-09-03,0.842,ISRO_Oceansat2_OCM,1
12.5,72.0,2026-09-03,0.412,ISRO_Oceansat2_OCM,1
12.5,74.0,2026-09-03,0.321,ISRO_Oceansat2_OCM,1
12.5,76.0,2026-09-03,0.582,ISRO_Oceansat2_OCM,1
12.5,78.0,2026-09-03,0.555,ISRO_Oceansat2_OCM,1
12.5,80.0,2026-09-03,0.473,ISRO_Oceansat2_OCM,1
12.5,82.0,2026-09-03,0.436,ISRO_Oceansat2_OCM,1
12.5,84.0,2026-09-03,0.502,ISRO_Oceansat2_OCM,1
14.0,72.0,2026-09-03,1.387,ISRO_Oceansat2_OCM,1
14.0,74.0,2026-09-03,0.335,ISRO_Oceansat2_OCM,1
14.0,76.0,2026-09-03,0.56,ISRO_Oceansat2_OCM,1
14.0,78.0,2026-09-03,0.641,ISRO_Oceansat2_OCM,1
14.0,80.0,2026-09-03,1.093,ISRO_Oceansat2_OCM,1
14.0,82.0,2026-09-03,0.257,ISRO_Oceansat2_OCM,1
14.0,84.0,2026-09-03,1.462,ISRO_Oceansat2_OCM,1
15.5,72.0,2026-09-03,0.4,ISRO_Oceansat2_OCM,1
15.5,74.0,2026-09-03,0.282,ISRO_Oceansat2_OCM,1
15.5,76.0,2026-09-03,0.502,ISRO_Oceansat2_OCM,1
15.5,78.0,2026-09-03,0.746,ISRO_Oceansat2_OCM,1
15.5,80.0,2026-09-03,0.968,ISRO_Oceansat2_OCM,1
15.5,82.0,2026-09-03,0.638,ISRO_Oceansat2_OCM,1
15.5,84.0,2026-09-03,1.12,ISRO_Oceansat2_OCM,1
17.0,72.0,2026-09-03,0.597,ISRO_Oceansat2_OCM,1
17.0,74.0,2026-09-03,0.547,ISRO_Oceansat2_OCM,1
17.0,76.0,2026-09-03,1.072,ISRO_Oceansat2_OCM,1
17.0,78.0,2026-09-03,0.54,ISRO_Oceansat2_OCM,1
17.0,80.0,2026-09-03,0.475,ISRO_Oceansat2_OCM,1
17.0,82.0,2026-09-03,0.507,ISRO_Oceansat2_OCM,1
17.0,84.0,2026-09-03,0.68,ISRO_Oceansat2_OCM,1
18.5,72.0,2026-09-03,0.647,ISRO_Oceansat2_OCM,1
18.5,74.0,2026-09-03,0.62,ISRO_Oceansat2_OCM,1
18.5,76.0,2026-09-03,0.348,ISRO_Oceansat2_OCM,1
18.5,78.0,2026-09-03,1.173,ISRO_Oceansat2_OCM,1
18.5,80.0,2026-09-03,0.38,ISRO_Oceansat2_OCM,1
18.5,82.0,2026-09-03,1.015,ISRO_Oceansat2_OCM,1
18.5,84.0,2026-09-03,0.767,ISRO_Oceansat2_OCM,1
8.0,72.0,2026-09-04,0.302,ISRO_Oceansat2_OCM,1
8.0,74.0,2026-09-04,0.317,ISRO_Oceansat2_OCM,1
8.0,76.0,2026-09-04,0.258,ISRO_Oceansat2_OCM,1
8.0,78.0,2026-09-04,0.355,ISRO_Oceansat2_OCM,1
8.0,80.0,2026-09-04,0.376,ISRO_Oceansat2_OCM,1
8.0,82.0,2026-09-04,0.45,ISRO_Oceansat2_OCM,1
8.0,84.0,2026-09-04,0.998,ISRO_Oceansat2_OCM,1
9.5,72.0,2026-09-04,0.402,ISRO_Oceansat2_OCM,1
9.5,74.0,2026-09-04,0.474,ISRO_Oceansat2_OCM,1
9.5,76.0,2026-09-04,0.295,ISRO_Oceansat2_OCM,1
9.5,78.0,2026-09-04,0.252,ISRO_Oceansat2_OCM,1
9.5,80.0,2026-09-04,0.794,ISRO_Oceansat2_OCM,1
9.5,82.0,2026-09-04,0.317,ISRO_Oceansat2_OCM,1
9.5,84.0,2026-09-04,0.288,ISRO_Oceansat2_OCM,1
11.0,72.0,2026-09-04,0.865,ISRO_Oceansat2_OCM,1
11.0,74.0,2026-09-04,0.73,ISRO_Oceansat2_OCM,1
11.0,76.0,2026-09-04,0.831,ISRO_Oceansat2_OCM,1
11.0,78.0,2026-09-04,0.28,ISRO_Oceansat2_OCM,1
11.0,80.0,2026-09-04,0.399,ISRO_Oceansat2_OCM,1
11.0,82.0,2026-09-04,0.637,ISRO_Oceansat2_OCM,1
11.0,84.0,2026-09-04,0.812,ISRO_Oceansat2_OCM,1
12.5,72.0,2026-09-04,0.919,ISRO_Oceansat2_OCM,1
12.5,74.0,2026-09-04,0.346,ISRO_Oceansat2_OCM,1
12.5,76.0,2026-09-04,0.475,ISRO_Oceansat2_OCM,1
12.5,78.0,2026-09-04,1.129,ISRO_Oceansat2_OCM,1
12.5,80.0,2026-09-04,0.466,ISRO_Oceansat2_OCM,1
12.5,82.0,2026-09-04,0.731,ISRO_Oceansat2_OCM,1
12.5,84.0,2026-09-04,1.004,ISRO_Oceansat2_OCM,1
14.0,72.0,2026-09-04,0.37,ISRO_Oceansat2_OCM,1
14.0,74.0,2026-09-04,0.655,ISRO_Oceansat2_OCM,1
14.0,76.0,2026-09-04,0.516,ISRO_Oceansat2_OCM,1
14.0,78.0,2026-09-04,0.324,ISRO_Oceansat2_OCM,1
14.0,80.0,2026-09-04,0.253,ISRO_Oceansat2_OCM,1
14.0,82.0,2026-09-04,1.037,ISRO_Oceansat2_OCM,1
14.0,84.0,2026-09-04,0.518,ISRO_Oceansat2_OCM,1
15.5,72.0,2026-09-04,0.279,ISRO_Oceansat2_OCM,1
15.5,74.0,2026-09-04,0.389,ISRO_Oceansat2_OCM,1
15.5,76.0,2026-09-04,0.269,ISRO_Oceansat2_OCM,1
15.5,78.0,2026-09-04,0.498,ISRO_Oceansat2_OCM,1
15.5,80.0,2026-09-04,2.411,ISRO_Oceansat2_OCM,1
15.5,82.0,2026-09-04,0.399,ISRO_Oceansat2_OCM,1
15.5,84.0,2026-09-04,0.508,ISRO_Oceansat2_OCM,1
17.0,72.0,2026-09-04,0.479,ISRO_Oceansat2_OCM,1
17.0,74.0,2026-09-04,0.485,ISRO_Oceansat2_OCM,1
17.0,76.0,2026-09-04,0.481,ISRO_Oceansat2_OCM,1
17.0,78.0,2026-09-04,1.199,ISRO_Oceansat2_OCM,1
17.0,80.0,2026-09-04,0.655,ISRO_Oceansat2_OCM,1
17.0,82.0,2026-09-04,0.416,ISRO_Oceansat2_OCM,1
17.0,84.0,2026-09-04,0.536,ISRO_Oceansat2_OCM,1
18.5,72.0,2026-09-04,0.338,ISRO_Oceansat2_OCM,1
18.5,74.0,2026-09-04,0.755,ISRO_Oceansat2_OCM,1
18.5,76.0,2026-09-04,0.685,ISRO_Oceansat2_OCM,1
18.5,78.0,2026-09-04,0.312,ISRO_Oceansat2_OCM,1
18.5,80.0,2026-09-04,0.36,ISRO_Oceansat2_OCM,1
18.5,82.0,2026-09-04,0.31,ISRO_Oceansat2_OCM,1
18.5,84.0,2026-09-04,0.823,ISRO_Oceansat2_OCM,1
8.0,72.0,2026-09-05,0.262,ISRO_Oceansat2_OCM,1
8.0,74.0,2026-09-05,0.835,ISRO_Oceansat2_OCM,1
8.0,76.0,2026-09-05,0.502,ISRO_Oceansat2_OCM,1
8.0,78.0,2026-09-05,0.826,ISRO_Oceansat2_OCM,1
8.0,80.0,2026-09-05,0.292,ISRO_Oceansat2_OCM,1
8.0,82.0,2026-09-05,0.473,ISRO_Oceansat2_OCM,1
8.0,84.0,2026-09-05,0.618,ISRO_Oceansat2_OCM,1
9.5,72.0,2026-09-05,0.331,ISRO_Oceansat2_OCM,1
9.5,74.0,2026-09-05,0.504,ISRO_Oceansat2_OCM,1
9.5,76.0,2026-09-05,0.52,ISRO_Oceansat2_OCM,1
9.5,78.0,2026-09-05,1.767,ISRO_Oceansat2_OCM,1
9.5,80.0,2026-09-05,0.389,ISRO_Oceansat2_OCM,1
9.5,82.0,2026-09-05,0.423,ISRO_Oceansat2_OCM,1
9.5,84.0,2026-09-05,0.324,ISRO_Oceansat2_OCM,1
11.0,72.0,2026-09-05,0.957,ISRO_Oceansat2_OCM,1
11.0,74.0,2026-09-05,0.36,ISRO_Oceansat2_OCM,1
11.0,76.0,2026-09-05,0.377,ISRO_Oceansat2_OCM,1
11.0,78.0,2026-09-05,0.593,ISRO_Oceansat2_OCM,1
11.0,80.0,2026-09-05,0.253,ISRO_Oceansat2_OCM,1
11.0,82.0,2026-09-05,0.533,ISRO_Oceansat2_OCM,1
11.0,84.0,2026-09-05,0.864,ISRO_Oceansat2_OCM,1
12.5,72.0,2026-09-05,0.305,ISRO_Oceansat2_OCM,1
12.5,74.0,2026-09-05,1.246,ISRO_Oceansat2_OCM,1
12.5,76.0,2026-09-05,0.263,ISRO_Oceansat2_OCM,1
12.5,78.0,2026-09-05,0.667,ISRO_Oceansat2_OCM,1
12.5,80.0,2026-09-05,0.786,ISRO_Oceansat2_OCM,1
12.5,82.0,2026-09-05,0.301,ISRO_Oceansat2_OCM,1
12.5,84.0,2026-09-05,0.615,ISRO_Oceansat2_OCM,1
14.0,72.0,2026-09-05,0.745,ISRO_Oceansat2_OCM,1
14.0,74.0,2026-09-05,1.157,ISRO_Oceansat2_OCM,1
14.0,76.0,2026-09-05,0.308,ISRO_Oceansat2_OCM,1
14.0,78.0,2026-09-05,2.209,ISRO_Oceansat2_OCM,1
14.0,80.0,2026-09-05,0.682,ISRO_Oceansat2_OCM,1
14.0,82.0,2026-09-05,0.693,ISRO_Oceansat2_OCM,1
14.0,84.0,2026-09-05,0.694,ISRO_Oceansat2_OCM,1
15.5,72.0,2026-09-05,0.298,ISRO_Oceansat2_OCM,1
15.5,74.0,2026-09-05,0.344,ISRO_Oceansat2_OCM,1
15.5,76.0,2026-09-05,0.384,ISRO_Oceansat2_OCM,1
15.5,78.0,2026-09-05,0.883,ISRO_Oceansat2_OCM,1
15.5,80.0,2026-09-05,0.719,ISRO_Oceansat2_OCM,1
15.5,82.0,2026-09-05,0.501,ISRO_Oceansat2_OCM,1
15.5,84.0,2026-09-05,1.624,ISRO_Oceansat2_OCM,1
17.0,72.0,2026-09-05,0.354,ISRO_Oceansat2_OCM,1
17.0,74.0,2026-09-05,0.728,ISRO_Oceansat2_OCM,1
17.0,76.0,2026-09-05,1.48,ISRO_Oceansat2_OCM,1
17.0,78.0,2026-09-05,0.312,ISRO_Oceansat2_OCM,1
17.0,80.0,2026-09-05,0.298,ISRO_Oceansat2_OCM,1
17.0,82.0,2026-09-05,0.295,ISRO_Oceansat2_OCM,1
17.0,84.0,2026-09-05,0.325,ISRO_Oceansat2_OCM,1
18.5,72.0,2026-09-05,0.338,ISRO_Oceansat2_OCM,1
18.5,74.0,2026-09-05,0.274,ISRO_Oceansat2_OCM,1
18.5,76.0,2026-09-05,0.41,ISRO_Oceansat2_OCM,1
18.5,78.0,2026-09-05,0.485,ISRO_Oceansat2_OCM,1
18.5,80.0,2026-09-05,0.538,ISRO_Oceansat2_OCM,1
18.5,82.0,2026-09-05,1.191,ISRO_Oceansat2_OCM,1
18.5,84.0,2026-09-05,0.645,ISRO_Oceansat2_OCM,1
